Title,Grade,Tag,Content,Images,ID
Grasshopper Green,5,Poem,"Grasshopper Green is a comical chap;
He lives on the best of fare.
Bright little trousers, jacket and cap,
These are his summer wear.
Out in the meadow he loves to go,
Playing away in the sun;
Its hopperty, skipperty, high and low—
Summer's the time for fun.

Grasshopper Green has a dozen wee boys,
And soon as their legs grow strong
Each of them joins in his frolicsome joys,
Singing his merry song.
Under the hedge in a happy row
Soon as the day has begun
It's hopperty, skipperty, high and low—
Summer's the time for fun.

Grasshopper Green has a quaint little house.
It's under the hedge so gay.
Grandmother Spider, as still as a mouse,
Watches him over the way.
Gladly he's calling the children, I know,
Out in the beautiful sun;
It's hopperty, skipperty, high and low—
Summer's the time for fun.",Grasshopper Green.png (https://v5.airtableusercontent.com/v1/15/15/1677168000000/ayw4J_jHdeg0_BnUe6gLjQ/grdgwq96GsdA8Lc7PzmFcm_sguDKXg5ZqoJah-vBRsWcrwqJlOAT-BjX5esIC55Tze8y3MM965I1gK1btRHvcJ8HOhvJ-K7aRAqQGsh_-rg/bT0VsU-mcjEeEg_FcRS6BzNVGw-JXjoGEweMs4Gz0ok),438
Covid-19 and Terms Related to It,5,Informative Text,"Covid-19, also known as the coronavirus disease, is a highly contagious respiratory illness that first emerged in Wuhan, China in December 2019. Since then, it has spread to every corner of the globe, leading to widespread illness and death, and causing significant disruptions to daily life and the global economy.
One of the key terms related to Covid-19 is ""social distancing."" This refers to the practice of maintaining a physical distance of at least six feet from others to reduce the risk of transmission. This can include measures such as working from home, closing schools and non-essential businesses, and canceling large gatherings.
Another important term is ""flattening the curve."" This refers to the idea that by reducing the number of new cases of Covid-19, the health care system can better handle the influx of patients and prevent hospitals from becoming overwhelmed. This can be achieved through social distancing, testing, contact tracing, and other measures.
""Contact tracing"" is another term that has become widely used in the context of Covid-19. This refers to the process of identifying and tracking the contacts of people who have tested positive for the virus in order to contain the spread of the disease.
""Quarantine"" and ""isolation"" are also important terms to know. Quarantine refers to the separation of people who have been exposed to the virus but do not yet have symptoms, while isolation refers to the separation of people who have tested positive for the virus or have symptoms.
""Vaccines"" are another important term related to Covid-19. Vaccines are a crucial tool in the fight against the virus, as they can protect individuals from severe illness and death, and help to slow the spread of the disease by creating herd immunity.
Overall, Covid-19 has brought a lot of new words and terms into our daily lives, but it is essential to have a basic understanding of these terms in order to protect ourselves and others from the virus.",Covid-19 and Terms Related to It.png (https://v5.airtableusercontent.com/v1/15/15/1677168000000/D7_-EkYsSdy4OVBmZo-gKw/mTN7X3KvLPDufltWa2JDPwL9jU_eMb-bJDPZ89VjeyRIUVeU97IeUErPcikiN1m-t9avBHaMrP-ZxmgC9ZtGtgxTHfQ5uesZp2lonTruVw-8yVkvOH1P6EESC9R5uwHz/xEXtNoLJmizpxJxd51S-SxqymAFxpd2ddGEZ0BvrdTo),439
George with the Goat,5,Short Story ,"There was a king who had a daughter who never could be induced to laugh; she was always sad. So the king proclaimed that she should be given to any one who could cause her to laugh. There was also a shepherd who had a son named George. He said: ""Daddy! I, too, will go to see whether I can make her laugh. I want nothing from you but the goat."" His father said, ""Well, go."" The goat was of such a nature that, when her master wished, she detained everybody, and that person was obliged to stay by her.
So he took the goat and went, and met a man who had a foot on his shoulder. George said: ""Why do you have a foot on your shoulder?"" He replied: ""If I take it off, I leap a hundred miles."" ""Whither are you going?"" ""I am going in search of a service, to see if any one will take me."" ""Well, come with us.""
They went on, and again met a man who had a bandage on his eyes. ""Why do you have a bandage on your eyes?"" He answered, ""If I remove the bandage, I see a hundred miles."" ""Whither are you going?"" ""I am going in search of a service, if you will take me."" ""Yes, I'll take you. Come also with me.""
They went on a bit farther, and met another fellow, who had a bottle under his arm, and, instead of a stopper, held his thumb in it. ""Why do you hold your thumb there?"" ""If I pull it out, I squirt a hundred miles, and besprinkle everything that I choose. If you like, take me also into your service; it may be to your advantage and ours too."" George replied: ""Well, come, too!""
Afterward they came to the town where the king lived, and bought a silken riband for the goat. They came to an inn, and orders had already been given there beforehand, that when such people came, they were to give them what they liked to eat and drink—the king would pay for all. So they tied the goat with that very riband and placed it in the innkeeper's room to be taken care of, and he put it in the side room where his daughters slept. The innkeeper had three maiden daughters, who were not yet asleep. So Manka said: ""Oh! if I, too, could have such a riband! I will go and unfasten it from that goat."" The second, Dodla, said: ""Don't; he'll find it out in the morning."" But she went anyway. And when Manka did not return for a long time, the third, Kate, said: ""Go, fetch her."" So Dodla went, and gave Manka a pat on the back. ""Come, leave it alone!"" And now she, too, was unable to withdraw herself from her. So Kate said: ""Come, don't unfasten it!"" Kate went and gave Dodla a pat on the petticoat; and now she, too, couldn't get away, but was obliged to stay by her.
In the morning George made haste and went for the goat, and led the whole set away—Kate Dodla, and Manka. The innkeeper was still asleep. They went through the village, and the judge looked out of a window and said, ""Fie, Kate! What's this? what's this?"" He went and took her by the hand, wishing to pull her away, but remained also by her. After this, a cowherd drove some cows through a narrow street, and the bull came rushing round; he stuck fast, and George led him, too, in the procession.
Thus they afterward came in front of the castle, and the servants came out-of-doors; and when they saw such things they went and told the king. ""Oh, sir, we have such a spectacle here; we have already had all manner of masquerades, but this has never been here yet."" So they immediately led the king's daughter to the square in front of the castle, and she looked and laughed till the castle shook.
Now they asked him what sort of person he was. He said that he was a shepherd's son, and was named George. They said that it could not be done; for he was of mean lineage, and they could not give him the damsel; but he must accomplish something more for them. He said, ""What?"" They replied that there was a spring yonder, a hundred miles off; if he brought a goblet of water from it in a minute, then he should obtain the damsel. So George said to the man who had the foot on his shoulder: ""You said that if you took the foot down, you could jump a hundred miles."" He replied: ""I'll easily do that."" He took his foot down, jumped, and was there. But after this there was only a very little time to spare, and by then he ought to have been back. So George said to the other: ""You said that if you removed the bandage from your eyes, you could see a hundred miles. Peep and see what is going on."" ""Ah, sir! Goodness gracious! He's fallen asleep!"" ""That will be a bad job,"" said George; ""the time will be up. You, the third man, said if you pulled your thumb out, you could squirt a hundred miles; be quick and squirt thither, that he may get up. And you, look whether he is moving, or what."" ""Oh, sir, he's getting up now; he's knocking the dust off; he's drawing the water."" He then gave a jump, and was there exactly in time.
After this they said that he must perform one task more; that yonder, in a rock, was a wild beast, a unicorn, of such a nature that he destroyed a great many of their people; if he cleared him out of the world he should obtain the damsel. So he took his people and went into the forest. They came to a firwood. There were three wild beasts, and three lairs had been formed by wallowing as they lay. Two did nothing: but the third destroyed the people. So they took some stones and some pine-cones in their pockets, and climbed up into a tree; and when the beasts lay down, they dropped a stone down upon that one which was the unicorn. He said to the next: ""Be quiet; don't butt me."" It said: ""I'm not doing anything to you."" Again they let a stone fall from above upon the unicorn. ""Be quiet! you've already done it to me twice."" ""Indeed, I'm doing nothing to you."" So they attacked each other and fought together. The unicorn wanted to pierce the second beast through; but it jumped out of the way, and he rushed so violently after it, that he struck his horn into a tree, and couldn't pull it out quickly. So they sprang speedily down from the fire, and the other two beasts ran away and escaped, but they cut off the head of the third, the unicorn, took it up, and carried it to the castle.
Now those in the castle saw that George had again accomplished that task. ""What, prithee, shall we do? Perhaps we must after all give him the damsel!"" ""No, sire,"" said one of the attendants, ""that cannot be; he is too lowborn to obtain a king's daughter! On the contrary, we must clear him out of the world."" So the king ordered them to note his words, what he should say. There was a hired female servant there, and she said to him: ""George, it will be evil for you to-day; they're going to clear you out of the world."" He answered: ""Oh, I'm not afraid. When I was only twelve years old, I killed twelve of them in one blow!"" But this was the fact: when his mother was baking a flat-cake, a dozen flies settled upon her, and he killed them all at a single blow.
When they heard this, they said: ""Nothing else will do but we must shoot him."" So they drew up the soldiers, and said they would hold a review in his honor, for they would celebrate the wedding in the square before the castle. Then they conducted him thither, and the soldiers were already going to let fly at him. But George said to the man who held his thumb in the bottle in the place of a stopper: ""You said, if you pulled your thumb out, you could besprinkle everything. Pull it out—quick!"" ""Oh, sir, I'll easily perform that."" So he pulled out his thumb and gave them all such a sprinkling that they were all blind, and no one could see.
So, when they perceived that nothing else was to be done, they told him to go, for they would give him the damsel. Then they gave him a handsome royal robe, and the wedding took place. I, too, was at the wedding; they had music there, sang, ate, and drank; there was meat, there were cheesecakes, and baskets full of everything, and buckets full of strong waters. To-day I went, yesterday I came; I found an egg among the tree-stumps; I knocked it against somebody's head, and gave him a bald place, and he's still got it.",George with the Goat.png (https://v5.airtableusercontent.com/v1/15/15/1677168000000/XxWa7y-xiiXO5CRg-8PDaw/yrOA4GPbNayDZjC9gjb9L5XiPhOQCrq2c-0fyvBElfuSiPwPvbo7yJgBucP9MDYr756PwAQSTb4DimzyDghtTcw5EsgoE32BVDkdejPmzCo/wLNxFVpXpx9dJkWMYXEHMH1N6ZIHpzPNrlkNy73A21s),440
The Children's Hour,5,Poem,"Between the dark and the daylight,
   When the night is beginning to lower,
Comes a pause in the day's occupations,
   That is known as the Children's Hour.

I hear in the chamber above me
   The patter of little feet,
The sound of a door that is opened,
   And voices soft and sweet.

From my study I see in the lamplight,
   Descending the broad hall stair,
Grave Alice, and laughing Allegra,
   And Edith with golden hair.

A whisper, and then a silence:
   Yet I know by their merry eyes
They are plotting and planning together
   To take me by surprise.

A sudden rush from the stairway,
   A sudden raid from the hall!
By three doors left unguarded
   They enter my castle wall!

They climb up into my turret
   O'er the arms and back of my chair;
If I try to escape, they surround me;
   They seem to be everywhere.

They almost devour me with kisses,
   Their arms about me entwine,
Till I think of the Bishop of Bingen
   In his Mouse-Tower on the Rhine!

Do you think, O blue-eyed banditti,
   Because you have scaled the wall,
Such an old mustache as I am
   Is not a match for you all!

I have you fast in my fortress,
   And will not let you depart,
But put you down into the dungeon
   In the round-tower of my heart.

And there will I keep you forever,
   Yes, forever and a day,
Till the walls shall crumble to ruin,
   And moulder in dust away!",The Children's Hour.png (https://v5.airtableusercontent.com/v1/15/15/1677168000000/tHfuxUim8-bfrCrVRo9FmA/CTtvwKRzSAEhCo8PNgtg6lo27O104NhRtP1iiawI3tZJYS9jt0B5SYctgKYQK4W9DXa93vNv2kREV3bt7iqxYfx2HUEGvp3bHyodThr219U/MTRqGGLCHpD-DD8YmSUhyAjlp1KdCtGjUmqhS6VMQEE),441
Planets of the Solar System,5,Informative Text,"The solar system is made up of eight planets that orbit around the sun. These planets are unique in their own ways and have fascinated scientists and people for centuries. In this composition, we will take a detailed look at each planet and explore its characteristics and properties.
Mercury is the closest planet to the sun and is also the smallest planet in the solar system. It is only about a third the size of Earth and has a very thin atmosphere. Mercury's surface is covered in craters and is heavily cratered. It is also home to the largest crater in the solar system, the Caloris Basin. Mercury has a very slow rotation, taking 59 days to complete one rotation. This means that a day on Mercury is much longer than a day on Earth.
Venus is the second planet from the sun and is the brightest object in the sky after the sun and the moon. It is often referred to as the Earth's sister planet because it is similar in size and composition to Earth. However, Venus has a thick atmosphere that is mostly made up of carbon dioxide, which causes a greenhouse effect that makes the surface of the planet extremely hot. The temperature on Venus can reach up to 864 degrees Fahrenheit, making it the hottest planet in the solar system. Venus also has a thick layer of clouds that are mostly made up of sulfuric acid.
Earth is the third planet from the sun and is the only known planet to have life. It has a diverse range of environments, from the frozen Arctic tundra to the hot deserts of Africa. Earth has a diverse range of flora and fauna, and has a unique atmosphere that is able to support life. The atmosphere is made up of 78% nitrogen, 21% oxygen, and 1% other gasses. Earth also has a magnetic field which helps to protect it from harmful solar radiation.
Mars is the fourth planet from the sun and is often referred to as the red planet because of its reddish appearance. Mars has a thin atmosphere and a surface that is covered in dust and rocks. The planet has the largest volcano in the solar system, Olympus Mons, and the largest canyon, Valles Marineris. Scientists have long been interested in Mars because it has a similar environment to Earth and could potentially support life.
Jupiter is the fifth planet from the sun and is the largest planet in the solar system. Jupiter is a gas giant, which means that it is mostly made up of gas and has no solid surface. Jupiter has a very strong magnetic field and a very large number of moons, including the four largest moons in the solar system: Io, Europa, Ganymede and Callisto. Jupiter also has a very large storm, the Great Red Spot, that has been raging for over 350 years.
Saturn is the sixth planet from the sun and is the second largest planet in the solar system. Like Jupiter, Saturn is a gas giant and has no solid surface. Saturn is famous for its rings, which are made up of ice and rock particles. Saturn has many moons, including the largest moon in the solar system, Titan, which is larger than the planet Mercury.
Uranus is the seventh planet from the sun and is the third largest planet in the solar system. Uranus is also a gas giant and has no solid surface. Uranus is tilted on its axis by 98 degrees, which means that it rotates on its side. Uranus has a number of moons and a number of ring systems.
Neptune is the eighth and farthest planet from the Sun in the Solar System. It is a gas giant, similar in size and composition to Uranus. It has a pale blue color and is named after the Roman god of the sea. It has 14 known moons, the largest of which is Triton. The planet has a very active atmosphere, with large storms and strong winds. Its atmosphere is composed primarily of hydrogen and helium, with some methane, which gives it its blue color. It has a very long year, lasting about 165 Earth years. ",Planets of the Solar System.png (https://v5.airtableusercontent.com/v1/15/15/1677168000000/uShIR97N01mcoRxmAgvjDw/-lpH5-KjJ5dbnsSq2dHD_vsn8kP9zuT7YWCyx-2mFTWODGyH3-CzUyEWiZLRkEmUP17eH4VEy_5M0vU1ko-4_8y9XB9cakZE0q3YwWuJD_xjGURdBYodMrmInPHbhguA/8yhzWqjqZcx-Vecs8uosE045oTa60fi7YxmU6plJ1j0),442
A Wasted Life,5,Short Story ,"One of the handsomest, bravest, richest, and most talented young men of Athens was Alcibiades. When he was five years old his father was killed in battle. The men who brought up the boy allowed him to have his own way in everything, so that he grew to be very stubborn and selfish.
One day he was playing in the street when a chariot came driving up.
""Stop!"" said Alcibiades to the driver. ""You shall not pass this way. Stop, I tell you!""
""Who are you?"" replied the driver. ""By what right do you stop me? I shall certainly pass this way.""
The boy threw himself in front of the wheel of the chariot. ""Now drive on if you dare!"" he cried. ""Drive over my body and see what will happen to you!""
Of course the driver had to stop but Alcibiades was much to blame for such behavior.
He was wrestling with a playmate and was likely to be thrown. He bit the boy, who said, ""O Alcibiades, that is not fair! You bite like a woman.""
""No,"" he answered, ""I bite like a lion!""
When he was eighteen years old his fortune was given into his own hands. He spent much money on dress, and even his iron shield was inlaid with gold and ivory. The young men of Athens tried to be like him. He spoke with a lisp; so did they. They combed their hair as he combed his, and wore clothes like those he wore. They drank and gambled with him and were proud when people said, ""There go the friends of Alcibiades.""
But with all his faults he was not idle. He studied oratory and philosophy that he might be able to speak well and reason rightly. One of his teachers was the wise Socrates, who tried to help him to be good. He liked the philosopher and while under his care behaved very well. They went to war side by side and in one of the battles Alcibiades was wounded. Then Socrates stood over him and kept away his enemies until help came and carried the wounded youth to a place of safety.
At another time Socrates with his troop was running from the enemy and was in great danger. But Alcibiades, who was on horseback, rode down those foes and saved his friend.
In the company of the wise and good this young man seemed to be like them, but with companions of his own age he was the leader in everything wrong and wicked.
He delighted in sports. Once he took seven chariots to the Olympic games and put them all into the races. With them he won the first, second, and fourth prizes.
Because he spent his money freely and provided amusement for the people he was very popular. He spoke in public meetings, fought in the army, and was a leading citizen before he was thirty years old.
He was greatly in favor of a war against Sicily, by which he thought the glory and power of Athens would be much increased. A fleet was made ready and was about to sail with him as leader when a strange thing happened.
In Athens, at the crossings of the larger streets, busts of the god Hermes had been set up. One morning it was found that nearly every one of these was injured. From some the heads had been broken off, from others the noses or the ears had been knocked away. The people were frightened and angry. The god and the city had been insulted. The cry was raised that this was the work of Alcibiades and his drunken young companions. Yet in the midst of this outcry the fleet sailed with him as one of its commanders.
His enemies at home said he must be called back to answer for his crime. He escaped from the fleet, went to Sparta, told the plans of the Athenians, and did all he could to help the enemies of his native city.
Although absent from Athens he was tried there, found guilty of treason and sentenced to death. The state took all his property and the priests solemnly cursed him in their temples.
He lived in Sparta for several years and seemed like one of the people of that land. He dressed plainly, ate coarse food, exercised every day in the gymnasium, and gave the rulers good and helpful advice. But some people did not trust him and he heard that the king of Sparta had ordered him to be put to death. He fled to the camp of Tissaphernes, a Persian general. There he made himself so agreeable that the Persian was never happy without him.
After a while the Athenian army passed a vote that Alcibiades should be pardoned and recalled and made one of their generals. He was invited to return, was made a leader, and by his help several victories were gained.
The records of his banishment were then sunk in the sea, his property was given back to him, he was blessed in those temples where he had been cursed; and all the forces, by land and sea, were placed under his command.
In the very next battle he was defeated. He was disgraced and could no longer be leader. He fled to his castle in Thrace, hired soldiers, made war on the Thracians, and helped the Greek cities.
Persia, Sparta, and Athens agreed together that he must die. He had gone to the house of a friend, a woman named Timandra. Soldiers who had been sent against him surrounded the house and set it on fire. He rushed out with his sword in his hand but he was shot with many arrows, and fell to rise no more.
Timandra gave him an honorable burial but at the funeral she was the only mourner. He had been false to himself and to everybody else, and nobody was sorry when he died, not yet forty years old.",A Wasted Life.png (https://v5.airtableusercontent.com/v1/15/15/1677168000000/vNkX4aBwYPonRLUq8-N4Fw/D667gUQ-YKr9q5b1eZlOxkZ6vJDWx5rVawJ2nK2sZb2KVONSxEsG0Wdd_ULbiN0bcvrBqSGn659SmiPvCyP358aQ1vtO3VTfsgxgmAVNyaI/zYPtYKWKiHqYaqUcfdJSIttBCeg2H2kQXbxDdz2J8bc),443
The Skylark,5,Poem,"Bird of the wilderness,
Blithesome and cumberless,
Sweet be thy matin o'er moorland and lea!
Emblem of happiness,
Blest is thy dwelling-place—
Oh, to abide in the desert with thee!

Wild is thy lay and loud,
Far in the downy cloud,
Love gives it energy, love gave it birth.
Where, on thy dewy wing,
Where art thou journeying?
Thy lay is in heaven, thy love is on earth.

O'er fell and fountain sheen,
O'er moor and mountain green,
O'er the red streamer that heralds the day,
Over the cloudlet dim,
Over the rainbow's rim,
Musical cherub, soar, singing, away!

Then, when the gloaming comes,
Low in the heather blooms
Sweet will thy welcome and bed of love be!
Emblem of happiness,
Blest is thy dwelling-place—
Oh, to abide in the desert with thee!",The Skylark.png (https://v5.airtableusercontent.com/v1/15/15/1677168000000/sV5lkHK52lO4cdAREjMskg/tyg9_wCuS7f0hK7Xsyn74pkRbY4Rd0X5_2ZdD1Ikamw8zrXriAbUUO8jnZpR4kr7jfAD_2S59sPuCBaGCgAI6kbH1A6thySU3JWP076fV7c/_slL6XZYdXBKhLlGWAHT7ePvjHm0hSzG5M7nuHeNnKI),444
The Difference  between Bacteria and Virus,5,Informative Text,"Bacteria and viruses are both microorganisms that can cause illness in humans, but they are very different from each other.
Bacteria are single-celled organisms that have a cell wall and can be found all over the world, including in soil, water, and inside our bodies. They can be helpful, such as when they aid in digestion or produce antibiotics, or harmful, such as when they cause infections. Bacterial infections can be treated with antibiotics, which are drugs that kill or stop the growth of bacteria.
Viruses, on the other hand, are not considered living organisms because they cannot reproduce on their own. They need to infect a host cell, such as a human cell, to replicate. Unlike bacteria, viruses do not have a cell wall and are much smaller in size. They can cause a wide range of illnesses, from the common cold to more serious diseases such as HIV and COVID-19. Unlike bacterial infections, viral infections cannot be treated with antibiotics. Instead, treatment often involves relieving symptoms and allowing the body’s immune system to fight off the virus.
Another key difference between bacteria and viruses is how they spread. Bacteria can spread through contact with an infected person or contaminated surface, as well as through food or water. Viruses, on the other hand, primarily spread through droplets generated when an infected person coughs or sneezes, or through contact with contaminated surfaces.
It is also important to note that not all bacteria are harmful and not all viruses are deadly, in fact many of them are beneficial for us. For example, bacteria in our gut help us to digest our food and produce important vitamins. Some viruses, like bacteriophages, can be used to control bacterial infections.
To sum up, bacteria and viruses are both microorganisms that can cause illness, but they are very different in terms of their structure, reproduction, and how they spread. Bacteria are single-celled organisms that have a cell wall and can be treated with antibiotics, while viruses are not considered living organisms, do not have a cell wall, and can only be treated with symptom relief and allowing the body’s immune system to fight off the virus.
It is important to maintain good hygiene and take preventive measures to reduce the risk of infection from both bacteria and viruses, such as washing your hands regularly, avoiding close contact with people who are sick, and getting vaccinated against certain viral infections.",The Difference  between Bacteria and Virus.png (https://v5.airtableusercontent.com/v1/15/15/1677168000000/aV9wYd3vmVNur2oBK3Q2sQ/6fBH6YWPDofxqEtlwUBMlpP9IoqLVJVBYb7-NVFrkI5wz4IHVfMkOwdEUmlbT0V477TCtyfTOAeYUFYouQ1CDxACjFV7zpOF1eADSLwletS3dnK7MdxwRiKuk8DI2bgl/Y27Aaawom_l2BmGdTKgM4OaJuJFtSS3rzdbNxlnulr0),445
The Golden Lion,5,Short Story ,"There was once a rich merchant who had three sons, and when they were grown up the eldest said to him, ‘Father, I wish to travel and see the world. I pray you let me.’
So the father ordered a beautiful ship to be fitted up, and the young man sailed away in it. After some weeks the vessel cast anchor before a large town, and the merchant’s son went on shore.
The first thing he saw was a large notice written on a board saying that if any man could find the king’s daughter within eight days he should have her to wife, but that if he tried and failed his head must be forfeit.
‘Well,’ thought the youth as he read this proclamation, ‘that ought not to be a very difficult matter;’ and he asked an audience of the king, and told him that he wished to seek for the princess.
‘Certainly,’ replied the king. ‘You have the whole palace to search in; but remember, if you fail it will cost you your head.’
So saying, he commanded the doors to be thrown open, and food and drink to be set before the young man, who, after he had eaten, began to look for the princess. But though he visited every corner and chest and cupboard, she was not in any of them, and after eight days he gave it up and his head was cut off.
All this time his father and brothers had had no news of him, and were very anxious. At last the second son could bear it no longer, and said, ‘Dear father, give me, I pray you, a large ship and some money, and let me go and seek for my brother.’
So another ship was fitted out, and the young man sailed away, and was blown by the wind into the same harbor where his brother had landed.
Now when he saw the first ship lying at anchor his heart beat high, and he said to himself, ‘My brother cannot surely be far off,’ and he ordered a boat and was put on shore.
As he jumped onto the pier his eye caught the notice about the princess, and he thought, ‘He has undertaken to find her, and has certainly lost his head. I must try myself, and seek him as well as her. It cannot be such a very difficult matter.’ But he fared no better than his brother, and in eight days his head was cut off.
So now there was only the youngest at home, and when the other two never came he also begged for a ship that he might go in search of his lost brothers. And when the vessel started a high wind arose, and blew him straight to the harbor where the notice was set.
‘Oho!’ said he, as he read, ‘whoever can find the king’s daughter shall have her to wife. It is quite clear now what has befallen my brothers. But in spite of that I think I must try my luck,’ and he took the road to the castle.
On the way he met an old woman, who stopped and begged.
‘Leave me in peace, old woman,’ replied he.
‘Oh, do not send me away empty,’ she said. ‘You are such a handsome young man you will surely not refuse an old woman a few pence.’
‘I tell you, old woman, leave me alone.’
‘You are in some trouble?’ she asked. ‘Tell me what it is, and perhaps I can help you.’
Then he told her how he had set his heart on finding the king’s daughter.
‘I can easily manage that for you as long as you have enough money.’
‘Oh, as to that, I have plenty,’ answered he.
‘Well, you must take it to a goldsmith and get him to make it into a golden lion, with eyes of crystal; and inside it must have something that will enable it to play tunes. When it is ready, bring it to me.’
The young man did as he was bid, and when the lion was made the old woman hid the youth in it, and brought it to the king, who was so delighted with it that he wanted to buy it. But she replied, ‘It does not belong to me, and my master will not part with it at any price.’
‘At any rate, leave it with me for a few days,’ said he; ‘I should like to show it to my daughter.’
‘Yes, I can do that,’ answered the old woman; ‘but to-morrow I must have it back again. And she went away.
The king watched her till she was quite out of sight, so as to make sure that she was not spying upon him; then he took the golden lion into his room and lifted some loose boards from the floor. Below the floor there was a staircase, which he went down till he reached a door at the foot. This he unlocked, and found himself in a narrow passage closed by another door, which he also opened. The young man, hidden in the golden lion, kept count of everything, and marked that there were in all seven doors. After they had all been unlocked the king entered a lovely hall, where the princess was amusing herself with eleven friends. All twelve girls wore the same clothes, and were as like each other as two peas.
‘What bad luck!’ thought the youth. ‘Even supposing that I managed to find my way here again, I don’t see how I could ever tell which was the princess.’
And he stared hard at the princess as she clapped her hands with joy and ran up to them, crying, ‘ Oh, do let us keep that delicious beast for to-night; it will make such a nice plaything.’
The king did not stay long, and when he left he handed over the lion to the maidens, who amused themselves with it for some time, till they got sleepy, and thought it was time to go to bed. But the princess took the lion into her own room and laid it on the floor.
She was just beginning to doze when she heard a voice quite close to her, which made her jump. ‘O lovely princess, if you only knew what I have gone through to find you!’ The princess jumped out of bed screaming, ‘The lion! the lion!’ but her friends thought it was a nightmare, and did not trouble themselves to get up.
‘O lovely úprincess!’ continued the voice, ‘fear nothing! I am the son of a rich merchant, and desire above all things to have you for my wife. And in order to get to you I have hidden myself in this golden lion.’
‘What use is that?’ she asked. ‘For if you cannot pick me out from among my companions you will still lose your head.’
‘I look to you to help me,’ he said. ‘I have done so much for you that you might do this one thing for me.’
‘Then listen to me. On the eighth day I will tie a white sash round my waist, and by that you will know me.’
The next morning the king came very early to fetch the lion, as the old woman was already at the palace asking for it. When they were safe from view she let the young man out, and he returned to the king and told him that he wished to find the princess.
‘Very good,’ said the king, who by this time was almost tired of repeating the same words; ‘but if you fail your head will be the forfeit.’
So the youth remained quietly in the castle, eating and looking at all the beautiful things around him, and every now and then pretending to be searching busily in all the closets and corners. On the eighth day he entered the room where the king was sitting. ‘Take up the floor in this place,’ he said. The king gave a cry, but stopped himself, and asked, ‘What do you want the floor up for? There is nothing there.’
But as all his courtiers were watching him he did not like to make any more objections, and ordered the floor to be taken up, as the young man desired. The youth then want straight down the staircase till he reached the door; then he turned and demanded that the key should be brought. So the king was forced to unlock the door, and the next and the next and the next, till all seven were open, and they entered into the hall where the twelve maidens were standing all in a row, so like that none might tell them apart. But as he looked one of them silently drew a white sash from her pocket and slipped it round her waist, and the young man sprang to her and said, ‘This is the princess, and I claim her for my wife.’ And the king owned himself beaten, and commanded that the wedding feast should be held.
After eight days the bridal pair said farewell to the king, and set sail for the youth’s own country, taking with them a whole shipload of treasures as the princess’s dowry. But they did not forget the old woman who had brought about all their happiness, and they gave her enough money to make her comfortable to the end of her days.",The Golden Lion.png (https://v5.airtableusercontent.com/v1/15/15/1677168000000/-xmSK3Sn7FfZh8pVh0_zLw/6X5RiJiQhiZo1UgC3qELGEhqGzK0jum_pUYYS37xjwY2dVU9pIVmEPt4VnXku1M1JwfoZp633oujSPVVkZMXadLSauMFRcMmQWZNGayFWsE/H4YdizdnEF_Uva0EdkpiWC6N98hCDenbYsqtlm6hdi8),446
Columbus,5,Poem,"Behind him lay the gray Azores,
Behind the gates of Hercules;
Before him not the ghost of shores,
Before him only shoreless seas.
The good mate said: ""Now must we pray,
For lo! the very stars are gone;
Speak, Admiral, what shall I say?""
""Why say, sail on! and on!""

""My men grow mut'nous day by day;
My men grow ghastly wan and weak.""
The stout mate thought of home; a spray
Of salt wave wash'd his swarthy cheek.
""What shall I say, brave Admiral,
If we sight naught but seas at dawn?""
""Why, you shall say, at break of day:
'Sail on! sail on! and on!'""

They sailed and sailed, as winds might blow,
Until at last the blanch'd mate said;
""Why, now, not even God would know
Should I and all my men fall dead.
These very winds forget their way,
For God from these dread seas is gone.
Now speak, brave Admiral, and say——""
He said: ""Sail on! and on!""

They sailed, they sailed, then spoke his mate:
""This mad sea shows his teeth to-night,
He curls his lip, he lies in wait,
With lifted teeth as if to bite!
Brave Admiral, say but one word;
What shall we do when hope is gone?""
The words leaped as a leaping sword:
""Sail on! sail on! and on!""

Then, pale and worn, he kept his deck,
And thro' the darkness peered that night.
Ah, darkest night! and then a speck,—
A light! a light! a light! a light!
It grew—a star-lit flag unfurled!
It grew to be Time's burst of dawn;
He gained a world! he gave that world
Its watch-word: ""On! and on!""",Columbus.png (https://v5.airtableusercontent.com/v1/15/15/1677168000000/nyw9BrzNdzcwdbfhErLX4Q/4FGaBvpjofnAGLE-93gcHq8wqRYaocXnm-JpZd1mKSg3mSZ0X2jRppqoOLJvEmwDaNSskFl3Qy0ALEbM0tHqX_8tZng9HsPAfZrBn4_tBBU/XepBe_Nj1FYUATb21Jo6IcBJVpA4iEX-bDUj7lnjtpk),447
